config-benchmark,Config_ID,Bench_ID,Core.Area,Core.Leakage,Core.Dynamic,IFU.Dynamic,IC.Dynamic,BTB.Dynamic,BP.Dynamic,GP.Dynamic,L1_LP.Dynamic,L2_LP.Dynamic,Chooser.Dynamic,RAS.Dynamic,Inst_Buff.Dynamic,Inst_Dec.Dynamic,RNU.Dynamic,Int_RRAT.Dynamic,FP_RRAT.Dynamic,Free_List.Dynamic,FP_List.Dynamic,LSU.Dynamic,DC.Dynamic,LDQ.Dynamic,STQ.Dynamic,MMU.Dynamic,Itlb.Dynamic,Dtlb.Dynamic,EXU.Dynamic,RF.Dynamic,Int_RF.Dynamic,FP_RF.Dynamic,Ins_Sche.Dynamic,Inst_Win.Dynamic,FP_Win.Dynamic,ROB.Dynamic,Int_ALU.Dynamic,FPU.Dynamic,Com_ALU.Dynamic,Rslt_BB.Dynamic,fetchWidth,decodeWidth,FetchBufferEntry,RobEntrry,IntPhysRegister,FpPhysRegister,LdqEntry,StqEntry,BrCount,MemIssueWidth,IntIssueWidth,FpIssueWidth,DCacheWay,DCacheMSHR,DCacheTLBEntry,ICacheWay,ICacheTLBEntry,ICachefetchBytes,ipc_total,cpi_total,numCycles,idleCycles,BTBLookups,condPredicted,condIncorrect,int_insts,fp_insts,loads,function_calls,SquashedInsts,commitInsts,commit_per_cycle,commitRefs,branches,dec.RunCycles,dec.BlockedCycles,DecodedInsts,dtb.accesses,dtb.misses,fetch.Insts,fetch.Branches,fetch.Cycles,iew.exec_refs,iew.exec_stores,iew.ExecutedInsts,iew.wb_count,iew.exec_branches,iq.issued_per_cycle,int_inst_que_reads,int_inst_que_writes,int_inst_que_wakeup,fp_inst_que_reads,fp_inst_que_writes,fp_inst_que_wakeup,int_alu_accesses,fp_alu_accesses,FU_total,FU_MemRead,FU_MemWrite,FU_FpMemRead,FU_FpMemWrite,FU_IntAlu,FU_IntMult,FU_IntDiv,FU_FpMult,FU_FpDiv,fu_busy_cnt ,itb.accesses,itb.misses,mem.conflictLoads,mem.conflictStores,mem.insertLoads,mem.insertStores,int_rename_lookups,RenamedOperands,fp_rename_lookups,RenamedInsts,rename.RunCycles,rename.BlockCycles,rename.Maps,rob_reads,rob_writes,l2.accesses,l2.misses,l2.tags.refs,mem_ctrls.reads,mem_ctrls.writes,mem_ctrls.bytes_read,icache.accesses,icache.misses,icache.mshr_hits,icache.mshr_misses,icache.tags_refs,icache.tag_accesses,dcache.Reads,dcache.Writes,dcache.Readmisses,dcache.Writemisses,dcache.accesses,dcache.misses,dcache.mshr_hits,dcache.mshr_misses,dcache.tags_refs,dcache.tags_accesses,int_regfile_reads,fp_regfile_reads,int_regfile_writes,fp_regfile_writes
GigaBoomConfig-fac.riscv,0,24,0.950513,0.00389489,0.0216386,0.0109464,0.00624762,0.00250696,0.000352861,8.37E-05,0.000109437,5.79E-05,8.37E-05,1.81E-05,0.000912456,0.000846634,0.00142659,0.00109433,9.52E-09,0.000172482,2.21E-08,0.00397269,0.00328168,0.00020371,0.00040742,0.00011981,0,0,0.00517315,0.00131879,0.00131922,4.29E-07,0.00332203,0.00141451,0,0.00190752,0.000404531,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.366957,2.725113,2409,606,230,179,110,884,0,171,87,1017,884,1610,305,146,697,168,2466,0,0,2957,520,592,565,229,1515,1459,255,1803,5316,2923,1459,0,0,0,1811,0,1652,369,273,0,0,992,16,1,0,0,0,0,0,38,1,376,316,2615,1738,763,2234,633,139,691,3507,3997,42,23,69,52,0,3200,674,31,2,29,671,5420,219,134,11,23,353,34,21,13,332,2837,1724,662,1165,677
GigaBoomConfig-fft.riscv,0,25,0.950513,0.00389489,0.0293713,0.0106641,0.00496122,0.00255214,0.00018728,4.24E-05,5.20E-05,2.83E-05,4.24E-05,2.21E-05,0.00149573,0.00138783,0.00200301,0.00105278,0.0005623,0.000160606,6.76E-05,0.00763551,0.00638662,0.00038967,0.000779339,0.00011981,0,0,0.0089489,0.00261523,0.00156798,0.00104726,0.00484598,0.00128481,0.000770482,0.00279068,0.000320179,0.00103972,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.01428,0.985921,201547,841,12755,9391,1000,171525,108105,58718,8898,36814,204425,195393,86182,16451,30411,128362,249531,0,0,270399,21017,147912,95207,29646,224630,223459,17990,200706,431950,133913,109612,245306,144305,113847,119922,129808,226564,22556,12339,43622,17574,76284,3,1,7521,6803,0,0,0,43616,13313,69637,32630,210821,203791,115114,246063,42629,86073,169408,430927,487805,100,45,165,110,0,7040,50131,86,25,61,50106,401109,31480,27464,28,46,58944,74,35,39,58909,471591,193388,100387,97003,89603
GigaBoomConfig-fibonacci.riscv,0,26,0.950513,0.00389489,0.0453477,0.0198301,0.00939417,0.00499887,0.000322,7.02E-05,8.81E-05,4.75E-05,7.02E-05,4.59E-05,0.00261178,0.00242337,0.00312998,0.00253092,2.63E-10,0.000439307,6.11E-10,0.00830082,0.00687874,0.000447402,0.000894804,0.00011981,0,0,0.013967,0.0042345,0.00423452,1.18E-08,0.00819452,0.00360418,0,0.00459034,0.00141021,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.861013,0.537342,87188,565,11014,6266,1647,162258,0,20183,8012,25058,162258,82722,34594,13818,46966,12033,201294,0,0,212436,17044,42637,37380,14941,169125,168262,15092,86623,491898,212379,168262,0,0,0,228491,0,171141,23018,15110,0,0,133008,3,1,0,0,0,0,0,4263,294,23676,17886,217760,172131,115114,196961,51213,2331,142041,269841,378537,52,36,78,64,0,3968,41157,36,8,28,41148,329283,12683,14411,30,70,27094,100,76,24,27018,216776,185856,100387,147881,89603
GigaBoomConfig-fir2dim.riscv,0,27,0.950513,0.00389489,0.0395801,0.0152313,0.00733704,0.00370555,0.000469078,0.000118334,0.000146397,7.94E-05,0.000118334,6.66E-06,0.00188798,0.00175179,0.00251006,0.00184104,0.000206722,0.000277961,2.46E-05,0.0116305,0.00964595,0.000634884,0.00126977,0.00011981,0,0,0.0100884,0.0030528,0.00267981,0.000373209,0.00586317,0.00217215,0.000306699,0.00338432,0.0006682,0.000376449,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.194186,0.83739,9460,721,1266,1195,200,10853,1742,3669,126,3183,11297,8202,5427,888,2554,2243,15876,0,0,16993,1666,4399,6139,1922,13071,12924,1152,8739,31888,14899,10927,4336,2832,1997,11747,2206,13423,3219,1765,1084,242,6301,4,4,150,0,0,0,0,2201,922,4454,2217,17313,11831,1987,15360,3322,596,8777,22500,29500,64,32,107,75,0,4800,3317,66,19,47,3297,26582,2447,1758,11,43,4205,54,37,17,4168,33657,14525,1606,8633,1561
GigaBoomConfig-fmref.riscv,0,28,0.950513,0.00389489,0.0326827,0.0104382,0.00461569,0.00247229,0.000194998,4.63E-05,5.60E-05,3.07E-05,4.63E-05,1.58E-05,0.00159519,0.00148012,0.00196308,0.00116628,0.000402736,0.000184182,5.01E-05,0.0109523,0.00919764,0.000558249,0.0011165,0.00011981,0,0,0.00920935,0.00275204,0.0019136,0.00083845,0.00498146,0.00157083,0.000563356,0.00284728,0.000437653,0.000910393,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.162854,0.859953,430263,1565,26779,22551,895,430741,183432,184930,13582,29572,500333,424197,244365,33785,49608,284035,538686,0,0,558698,38179,325016,250903,60436,514353,513421,35069,428698,1106769,353929,326489,430652,205992,186932,349940,242645,515831,108038,32388,82834,28331,187268,164,4,25638,4739,0,0,0,153888,41771,195252,63441,497718,449403,175815,535131,82228,145388,420695,936424,1064346,277,135,452,310,0,19840,99517,189,58,131,99459,796267,127142,59435,61,490,186577,551,405,146,186172,1492762,477858,166398,275138,157611
GigaBoomConfig-frac.riscv,0,29,0.950513,0.00389489,0.0381076,0.0143505,0.00790337,0.00258843,0.000454956,0.000114222,0.000142531,7.70E-05,0.000114222,7.02E-06,0.00172411,0.00159974,0.00263061,0.00158399,0.000564245,0.000251887,7.07E-05,0.0102835,0.00900475,0.000399638,0.000799276,0.00011981,0,0,0.0107232,0.00277889,0.00190315,0.00087587,0.00617375,0.0016338,0.000971403,0.00356854,0.000429793,0.00121297,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.70417,1.420111,15803,587,1721,1877,424,9848,5608,4471,222,14377,11128,12978,5600,893,4795,5237,28835,0,0,35461,3484,7617,9937,1780,19823,19420,1888,15216,39898,23252,11136,20624,16724,8284,12622,11874,20477,3898,1243,4484,642,6648,102,1,910,337,0,0,0,3283,520,9388,2769,24819,22887,9045,27462,5560,2524,9328,38117,53257,57,30,97,70,0,4480,6120,63,20,43,6100,49003,5777,1129,14,17,6906,31,17,14,6889,55262,17370,5624,10123,6702
GigaBoomConfig-h264_dec.riscv,0,30,0.950513,0.00389489,0.0453777,0.0144611,0.00595175,0.00335913,0.000334119,8.63E-05,0.000103921,5.70E-05,8.63E-05,6.52E-07,0.00245672,0.0022795,0.00281439,0.00229706,1.10E-10,0.000357586,2.54E-10,0.0154987,0.0123809,0.00101265,0.0020253,0.00011981,0,0,0.0124836,0.00410696,0.00410696,4.93E-09,0.00714613,0.00312677,0,0.00401936,0.00110275,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.839223,0.543708,209371,1212,20332,20797,141,385080,0,134532,273,2642,385080,207745,191640,20794,26161,106583,388779,0,0,390463,21319,144054,192229,57228,386330,386205,20932,208159,1023894,390433,386205,0,0,0,429066,0,386575,135078,57295,0,0,190688,2062,1451,0,0,0,0,0,98335,43179,135217,57455,477365,310100,9045,388396,58701,27390,307451,590893,775859,477,217,752,492,0,31488,62475,107,35,72,62439,499871,61076,57108,139,1656,118184,1795,1390,405,116794,945877,474591,5624,308443,6702
GigaBoomConfig-hello_world.riscv,0,31,0.950513,0.00389489,0.0449755,0.0240833,0.00825574,0.0115209,0.00102643,0.000248641,0.00030121,0.000164825,0.000248641,6.31E-05,0.00166006,0.00154031,0.00206614,0.00167056,2.60E-10,0.000235831,6.03E-10,0.0100541,0.0086371,0.000445722,0.000891443,0.00011981,0,0,0.00865212,0.00264011,0.00264013,1.17E-08,0.00516933,0.00224593,0,0.0029234,0.000714876,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.191996,0.838929,88278,2258,27324,24889,954,105227,0,22271,11142,7593,105227,84424,35372,31291,46034,6418,117531,0,0,127178,37993,46295,36767,13235,108888,107898,31907,86020,313733,120444,107898,0,0,0,117277,0,110138,23826,13329,0,0,72770,3,1,0,0,0,0,0,798,200,24449,13621,147064,78930,9045,115480,45246,565,71977,193719,227242,170,80,284,194,0,12416,36242,172,37,135,36205,290071,22471,13101,28,65,35572,93,58,35,35514,284611,139221,5624,74473,6702
GigaBoomConfig-hello_world_large.riscv,0,32,0.950513,0.00389489,0.046541,0.0249113,0.0084265,0.0120276,0.00105959,0.000256607,0.000310422,0.000169975,0.000256607,6.60E-05,0.00172096,0.00159681,0.00212345,0.00172078,1.10E-10,0.000242922,2.54E-10,0.0104443,0.00897469,0.000463257,0.000926514,0.00011981,0,0,0.00894203,0.00274478,0.00274479,4.93E-09,0.00532892,0.00231569,0,0.00301323,0.000740529,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.245606,0.802822,209478,2258,67224,61189,1854,260927,0,55271,27642,15993,260927,203824,87572,77791,112934,15418,286731,0,0,308678,92893,113795,90467,32435,268488,266298,79007,207220,767033,292944,266298,0,0,0,288277,0,270938,58626,32529,0,0,179270,3,1,0,0,0,0,0,1998,500,60149,33121,359464,192930,9045,282280,111246,1165,178477,472119,557242,170,80,284,194,0,12416,88442,172,37,135,88405,707671,55471,32301,28,65,87772,93,58,35,87714,702211,343521,5624,183673,6702
GigaBoomConfig-huff_dec.riscv,0,33,0.950513,0.00389489,0.0520632,0.0216623,0.00948099,0.00644879,0.000594693,0.000143951,0.000176055,9.59E-05,0.000143951,3.48E-05,0.00262363,0.00243437,0.00333188,0.00274084,1.20E-10,0.000431295,2.78E-10,0.0133395,0.0108998,0.000786605,0.00157321,0.00011981,0,0,0.0136097,0.00438958,0.00438959,5.39E-09,0.0079189,0.00337863,0,0.00454027,0.0011734,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.745338,0.572955,191717,1123,36356,30467,2882,334611,0,92434,13348,75817,334611,179630,129787,36193,92656,27663,430324,0,0,446427,51354,94164,150935,43096,374845,370704,41665,190594,987484,486370,370704,0,0,0,418059,0,378028,108539,44009,0,0,225475,3,1,0,0,0,0,0,61217,16262,114502,48200,521277,345511,9045,422840,102787,9299,274413,576869,831833,300,119,492,311,0,19904,91344,77,13,64,91330,730815,59830,37353,75,557,97183,632,396,236,96787,777700,461053,5624,304826,6702
GigaBoomConfig-iir.riscv,0,34,0.950513,0.00389489,0.0315629,0.0128921,0.00672807,0.00289438,0.000409665,0.000102652,0.000128925,6.94E-05,0.000102652,6.02E-06,0.00144206,0.00133804,0.00211993,0.00164633,6.09E-05,0.000245805,7.16E-06,0.00854639,0.00700473,0.00048726,0.000974521,0.00011981,0,0,0.00788474,0.00228239,0.0021963,8.67E-05,0.00479853,0.00191766,9.48E-05,0.00278612,0.000581871,9.42E-05,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.852683,1.172768,3652,595,429,382,104,3070,165,1033,44,1393,3114,2826,1537,240,911,576,5145,0,0,5734,625,1281,1794,568,3790,3730,344,3057,10811,5543,3541,424,389,189,3949,213,3958,1140,577,114,45,2024,4,4,23,0,0,0,0,700,256,1357,736,5980,3723,226,4925,1104,184,2414,7301,9247,50,25,84,59,0,3776,1102,50,14,36,1087,8851,653,504,16,25,1157,41,27,14,1130,9270,4527,136,2790,146
GigaBoomConfig-insertsort.riscv,0,35,0.950513,0.00389489,0.0322268,0.0128659,0.0072583,0.00219779,0.000471413,0.000118106,0.000149009,8.01E-05,0.000118106,6.13E-06,0.00148274,0.00137578,0.00224785,0.00181239,5.41E-09,0.000275691,1.26E-08,0.0087003,0.00747033,0.000383363,0.000766726,0.00011981,0,0,0.00829291,0.00238786,0.0023881,2.44E-07,0.00508169,0.00215357,0,0.00292812,0.00069557,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.762556,1.311379,4241,554,410,503,154,3234,0,874,52,2280,3234,3256,1269,193,1278,769,6424,0,0,7837,861,1472,1922,517,4522,4396,396,3687,14020,7825,4396,0,0,0,5482,0,4726,1458,597,0,0,2659,3,8,0,0,0,0,0,614,42,1579,765,7638,4749,226,6074,1342,423,2698,8682,11481,50,24,86,60,0,3840,1423,47,11,36,1412,11420,1091,395,17,22,1486,39,25,14,1461,11902,5561,136,3657,146
GigaBoomConfig-jfdctint.riscv,0,36,0.950513,0.00389489,0.026536,0.00884193,0.00511836,0.00103231,0.000142321,3.55E-05,4.49E-05,2.41E-05,3.55E-05,2.24E-06,0.00128073,0.00118834,0.00185236,0.00146066,2.45E-09,0.000231942,5.68E-09,0.00848378,0.00722763,0.000392092,0.000784183,0.00011981,0,0,0.00723813,0.00212564,0.00212575,1.10E-07,0.00442832,0.00186452,0,0.0025638,0.000556372,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.8127,1.230466,9370,863,363,332,107,7615,0,2210,42,2677,7615,8055,3226,237,1809,3565,11343,0,0,13311,552,4785,3779,1088,8804,8669,351,8507,27273,13102,8669,0,0,0,9688,0,9019,2787,1114,0,0,4834,214,69,0,0,0,0,0,1281,481,3032,1337,13571,9147,226,10910,2208,2125,6404,18167,21038,80,39,133,92,0,5888,2139,102,38,64,2101,17176,2153,1016,17,36,3169,53,37,16,3132,25368,10729,136,7372,146
GigaBoomConfig-levenshtein.riscv,0,37,0.950513,0.00389489,0.055671,0.0212486,0.00950535,0.0053533,0.000463183,0.00010962,0.000134941,7.33E-05,0.00010962,3.57E-05,0.00303284,0.00281405,0.00380443,0.00312736,1.75E-10,0.000517324,4.07E-10,0.0146836,0.0121736,0.000810036,0.00162007,0.00011981,0,0,0.0158145,0.00520509,0.00520509,7.90E-09,0.00902971,0.00390588,0,0.00512383,0.00145191,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.087719,0.478992,130781,548,20450,15532,2097,273034,0,74433,9336,48583,273034,122959,94642,20576,63350,26219,339082,0,0,360277,27796,63974,104703,21214,295175,292776,22206,130233,782656,370261,292776,0,0,0,352869,0,298095,84971,21415,0,0,181608,10099,1,0,0,0,0,0,22243,2884,88210,23782,404683,293835,226,332702,71334,6953,241585,432223,650515,68,33,113,78,0,4992,62443,63,17,46,62425,499589,55654,20209,16,31,75863,47,24,23,75839,606927,356574,136,260683,146
GigaBoomConfig-lift.riscv,0,38,0.950513,0.00389489,0.0317227,0.0110579,0.00503848,0.00250378,0.00022429,5.54E-05,6.73E-05,3.68E-05,5.54E-05,9.37E-06,0.00166584,0.00154567,0.0021334,0.00170787,2.25E-11,0.000265778,5.23E-11,0.00927281,0.00765056,0.000514122,0.00102824,0.00011981,0,0,0.00913875,0.00286709,0.0028671,1.02E-09,0.00537055,0.0023305,0,0.00304005,0.000773314,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.217827,0.821135,1017609,1233,73694,63599,3181,1239272,0,306327,19064,106908,1239272,1000881,472053,75309,153745,623766,1370185,0,0,1460437,82958,751991,483695,166932,1271746,1271641,75552,1016376,3757863,1453168,1271641,0,0,0,1462401,0,1274020,318812,167022,0,0,788177,4,4,0,0,0,0,0,271003,123367,333032,177227,1725066,1119914,226,1359845,249924,299308,1017301,2341056,2707868,82,41,134,96,0,6080,257988,96,30,66,257957,2063969,191103,165726,9,43,356829,52,36,16,356793,2854648,1608175,136,1048382,146
GigaBoomConfig-lms.riscv,0,39,0.950513,0.00389489,0.0462269,0.0146957,0.00675897,0.0030133,0.000304564,7.74E-05,9.40E-05,5.14E-05,7.74E-05,4.40E-06,0.00235441,0.00218457,0.00295391,0.00208648,0.000338286,0.000327537,4.19E-05,0.0155875,0.0128377,0.000889958,0.00177992,0.00011981,0,0,0.0128701,0.00417287,0.00347124,0.000701645,0.0070148,0.00252456,0.000506774,0.00398347,0.000876228,0.000678354,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.692751,0.590754,185277,807,17203,16154,841,291856,72092,132722,1630,27034,313628,180602,163612,15882,55068,83189,346430,0,0,362937,18319,119377,170859,31340,327014,326021,16212,184470,741146,283363,252968,151448,84406,73053,301695,77855,327842,103728,16463,36280,14979,133520,296,244,10019,327,0,0,0,63133,19525,143735,33650,383543,295053,63605,344482,69190,40691,268486,512663,685196,90,45,144,99,0,6336,62899,65,17,48,62881,503239,82283,30890,34,171,113173,205,163,42,113010,905426,364315,58604,222637,57966
GigaBoomConfig-ludcmp.riscv,0,40,0.950513,0.00389489,0.0308656,0.0117886,0.00434135,0.00426859,0.000516654,0.000131776,0.000161581,8.79E-05,0.000131776,3.59E-06,0.00133935,0.00124273,0.00210729,0.00161723,9.97E-05,0.000220002,1.07E-05,0.00921441,0.00804484,0.000363231,0.000726462,0.00011981,0,0,0.00763551,0.0021627,0.00203082,0.000132016,0.00467151,0.00181531,0.000156284,0.00269992,0.000532802,0.000140695,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.785988,1.272282,15616,1216,2245,2255,249,12019,1076,2063,112,5930,12274,13424,5242,1784,3758,6874,20067,0,0,22277,2818,9716,6429,3333,15287,15034,2026,14400,44364,21386,13752,2714,2854,1282,15462,1361,15719,2600,3069,671,314,8255,437,4,91,24,0,0,0,1183,205,3745,3763,25226,13326,1586,19405,4148,961,7423,31336,37392,400,202,608,410,0,26240,3233,67,8,59,3225,25923,2436,3179,14,2013,5615,2027,1686,341,3929,45261,20195,873,9054,967
GigaBoomConfig-matrix_mult.riscv,0,41,0.950513,0.00389489,0.0518618,0.0237526,0.00869638,0.00983533,0.000850123,0.000205355,0.000248705,0.000136111,0.000205355,5.46E-05,0.00222574,0.00206518,0.00275652,0.00227056,8.88E-11,0.000326204,2.06E-10,0.0135819,0.0116258,0.000625404,0.00125081,0.00011981,0,0,0.0116509,0.00371464,0.00371465,4.00E-09,0.00669543,0.00299034,0,0.00370508,0.00111308,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.638298,0.61039,258403,4084,58426,60215,2216,423341,0,86316,28215,16391,423341,251050,145194,83983,120490,34406,450955,0,0,462018,92096,134948,147594,59659,430586,429713,86260,254319,1222455,456170,429713,0,0,0,534505,0,432249,88428,59899,0,0,279773,1738,2347,0,0,0,0,0,1575,1569,88912,60336,584621,325093,1586,445203,131527,16863,308695,672178,882744,306,151,505,350,0,22400,112454,270,47,223,112407,899855,79771,58878,84,287,138649,371,288,83,138361,1109275,565421,873,313582,967
GigaBoomConfig-median.riscv,0,42,0.950513,0.00389489,0.0322455,0.0121259,0.00600376,0.00302085,0.000419427,0.000105561,0.000130479,7.08E-05,0.000105561,7.07E-06,0.00134968,0.00125232,0.0019967,0.00158815,6.00E-10,0.000248805,1.39E-09,0.0103502,0.00885195,0.000472793,0.000945585,0.00011981,0,0,0.00765292,0.00223464,0.00223467,2.70E-08,0.00470366,0.0019647,0,0.00273896,0.000586817,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.82574,1.211035,38236,2638,4214,4320,698,31573,0,12335,541,13723,31573,33555,15719,2901,8159,16227,50183,0,0,60000,5931,21164,19076,3647,37969,37479,3551,35598,116319,59097,37479,0,0,0,41697,0,38785,15628,4021,0,0,19120,5,1,0,0,0,0,0,8063,1072,17612,5090,60254,39609,0,48437,9962,7972,25829,78117,92639,266,119,440,293,0,18752,11031,196,41,155,10990,88403,12833,3384,73,112,16217,185,74,111,16143,129847,46317,0,31375,0
GigaBoomConfig-mergesort.riscv,0,43,0.950513,0.00389489,0.0651734,0.0220465,0.00974829,0.00544497,0.000416543,9.23E-05,0.000112568,6.14E-05,9.23E-05,5.79E-05,0.00329736,0.00305949,0.00395229,0.00326044,2.07E-05,0.000508879,2.54E-06,0.0224901,0.0185456,0.00128821,0.00257643,0.00011981,0,0,0.0165647,0.00560851,0.00556181,4.67E-05,0.00932944,0.0040251,2.97E-05,0.00527465,0.00145858,4.04E-05,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.328423,0.429475,296687,966,24589,30518,2300,688413,7400,243614,34347,65271,690813,286326,340380,60756,158546,42250,775660,0,0,797369,69667,145536,364987,101446,731301,726834,63413,295721,1829054,813988,719415,14846,7470,7419,804187,7423,735234,262624,102182,2606,412,361985,1018,1,600,801,0,0,0,78669,27559,268685,106402,960018,630748,6227,768251,174331,8428,567638,1006544,1521614,144,71,227,154,0,9856,145371,112,29,83,145341,1163050,159642,96766,83,168,256408,251,190,61,256218,2051325,910420,6212,592188,6207
GigaBoomConfig-minver.riscv,0,44,0.950513,0.00389489,0.0307582,0.0129844,0.00705303,0.00265269,0.000398498,9.94E-05,0.000124378,6.71E-05,9.94E-05,8.15E-06,0.00145252,0.00134774,0.0022811,0.00172013,0.00011583,0.000270999,1.44E-05,0.00704204,0.0060211,0.00031369,0.00062738,0.00011981,0,0,0.00833088,0.00237223,0.00218905,0.000183482,0.00502576,0.00192033,0.000188705,0.00291673,0.000607969,0.000197117,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,0.808979,1.236125,6994,1186,750,718,174,5520,698,1466,114,3534,5658,5210,1984,423,2530,601,10825,0,0,12182,1161,2010,2668,656,7322,7160,601,5808,20696,11426,6351,1702,1418,809,7902,854,7635,1699,519,416,203,4562,4,4,44,20,0,0,0,529,85,2309,940,11934,8474,822,10203,2506,373,4831,14116,18985,97,49,158,110,0,7040,2208,102,26,76,2182,17740,1473,518,13,41,1991,54,33,21,1958,15949,8304,565,5617,583
GigaBoomConfig-multiply.riscv,0,45,0.950513,0.00389489,0.0409081,0.0168747,0.00744044,0.00525114,0.000743883,0.000190182,0.000232424,0.000126678,0.000190182,4.42E-06,0.00174255,0.00161684,0.00261018,0.00214173,3.92E-10,0.000308704,9.10E-10,0.0117343,0.0098116,0.000614273,0.00122855,0.00011981,0,0,0.00956908,0.00282903,0.00282905,1.77E-08,0.00587458,0.00240371,0,0.00347087,0.000737676,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.124101,0.8896,58517,2575,11489,12312,1109,65779,0,19328,517,26538,65779,52061,30736,7554,12037,21790,100023,0,0,119077,13396,30761,36160,12956,75780,74832,8204,55942,212990,118980,74832,0,0,0,80219,0,76635,23337,13194,0,0,40088,5,1,0,0,0,0,0,21112,9672,27770,16454,124860,69888,0,96884,17910,7996,47334,141131,188518,210,100,348,238,0,15232,21412,191,41,150,21371,171446,15000,11408,54,88,26408,142,82,60,26326,211324,97053,0,54482,0
GigaBoomConfig-ndes.riscv,0,46,0.950513,0.00389489,0.0582339,0.0189492,0.00818059,0.00445294,0.000385431,9.20E-05,0.00011242,6.13E-05,9.20E-05,2.78E-05,0.00303463,0.00281572,0.00360731,0.00298111,3.21E-10,0.000466449,7.46E-10,0.0201188,0.0170567,0.000994072,0.00198814,0.00011981,0,0,0.0154387,0.00504725,0.00504726,1.45E-08,0.00878559,0.00388599,0,0.0048996,0.00147811,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,2.122711,0.471096,71420,1427,8171,7264,661,151604,0,40038,3970,16280,151604,67598,63347,10004,34537,13036,173057,0,0,179393,12156,38190,67965,23904,161809,159503,10584,69993,430285,184231,159503,0,0,0,196181,0,162887,44426,24197,0,0,94261,1,1,0,0,0,0,0,9057,1564,43920,25151,211275,138563,822,171138,40152,4231,122261,227507,338166,307,135,489,317,0,20288,29043,142,36,106,29006,232449,32550,23309,355,514,55859,869,668,201,55191,447073,198547,565,129657,583
GigaBoomConfig-petrinet.riscv,0,47,0.950513,0.00389489,0.0371433,0.0200993,0.00768726,0.0083248,0.000813021,0.000206927,0.000250806,0.000137211,0.000206927,1.12E-05,0.00165696,0.00153743,0.00199509,0.00158743,1.78E-09,0.00024791,4.12E-09,0.00638512,0.00539613,0.000303038,0.000606077,0.00011981,0,0,0.00854397,0.00268533,0.00268541,8.00E-08,0.00503057,0.00216061,0,0.00286997,0.000700271,0,0,0,8,5,36,130,128,128,32,32,20,2,5,2,8,8,32,8,32,16,1.186682,0.842686,12915,2306,3164,3026,125,15326,0,3116,288,1263,15326,10375,3459,3146,4954,146,17078,0,0,17507,3489,4663,3626,362,15902,15861,3236,10609,43547,17874,15861,0,0,0,16807,0,16083,3299,425,0,0,12351,4,3,0,0,0,0,0,137,29,3381,505,20346,13296,822,16917,4909,123,12125,26913,33415,104,50,181,129,0,8256,4724,102,10,92,4713,37883,3079,343,10,26,3422,36,24,12,3398,27388,18933,565,12620,583
